entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
doituongapdung_to_chuc_ma_nha_nuoc_so_huu_100_von_dieu_le_co_chuc_nang_mua_ban_xu_ly_no,DoiTuongApDung,"Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ","Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ",166170,gemini,1.0,"4. Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ (sau đây gọi là tổ chức mua bán, xử lý nợ)."
doituongapdung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,166170,gemini,1.0,1. Tổ chức tín dụng.
doituongapdung_van_phong_dai_dien_tai_viet_nam_cua_to_chuc_tin_dung_nuoc_ngoai_to_chuc_nuoc_ngoai_khac_co_hoat_dong_ngan_hang,DoiTuongApDung,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng","Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",166170,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
linhvuc_tin_dung,LinhVuc,Tín dụng,Tín dụng,166170,gemini,0.8,Luật Các tổ chức tín dụng số 32/2024/QH15
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,166170,gemini,0.8,chi nhánh ngân hàng nước ngoài
nguoiky_vuong_dinh_hue,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166170,gemini,1.0,Vương Đình Huệ
chucdanh_chu_tich_quoc_hoi,ChucDanh,Chủ tịch Quốc hội,Chủ tịch Quốc hội,166269,gemini,1.0,CHỦ TỊCH QUỐC HỘI
coquan_quoc_hoi,CoQuan,Quốc hội,Quốc hội,166269,gemini,1.0,QUỐC HỘI
doituongapdung_co_quan_to_chuc_ca_nhan_co_lien_quan_den_thanh_lap_to_chuc_quan_ly_to_chuc_lai_giai_the_pha_san_va_hoat_dong_co_lien_quan_cua_to_hop_tac_hop_tac_xa_lien_hiep_hop_tac_xa,DoiTuongApDung,"Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,gemini,1.0,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
doituongapdung_thanh_vien_cua_to_hop_tac_hop_tac_xa_lien_hiep_hop_tac_xa,DoiTuongApDung,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,gemini,1.0,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
doituongapdung_to_hop_tac_hop_tac_xa_lien_hiep_hop_tac_xa,DoiTuongApDung,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,gemini,1.0,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
nguoiky_vuong_dinh_hue,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166269,gemini,1.0,Vương Đình Huệ
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,168220,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,168220,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_ngan_hang_hop_tac_xa,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168220,gemini,1.0,1. Ngân hàng hợp tác xã.
doituongapdung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,168220,gemini,1.0,2. Quỹ tín dụng nhân dân.
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_pham_vi_dieu_chinh_quy_dinh_tai_dieu_1_thong_tu_nay,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này","Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này",168220,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
linhvuc_thanh_tra_giam_sat_ngan_hang,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168220,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,168220,gemini,0.9,hoạt động trong lĩnh vực ngân hàng
nguoiky_dao_minh_tu,NguoiKy,Đào Minh Tú,Đào Minh Tú,168220,gemini,1.0,Đào Minh Tú
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,168859,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,168859,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_ngan_hang_hop_tac_xa,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168859,gemini,1.0,2. Ngân hàng hợp tác xã.
doituongapdung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,168859,gemini,1.0,1. Quỹ tín dụng nhân dân.
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_quan_tri_dieu_hanh_to_chuc_va_hoat_dong_cua_quy_tin_dung_nhan_dan,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân","Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",168859,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
linhvuc_thanh_tra_giam_sat_ngan_hang,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168859,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,168859,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
nguoiky_dao_minh_tu,NguoiKy,Đào Minh Tú,Đào Minh Tú,168859,gemini,1.0,Đào Minh Tú
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,169221,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký)
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,169221,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_chanh_van_phong,DoiTuongApDung,Chánh Văn phòng,Chánh Văn phòng,169221,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
doituongapdung_cuc_quan_ly_du_tru_ngoai_hoi_nha_nuoc,DoiTuongApDung,Cục Quản lý dự trữ ngoại hối nhà nước,Cục Quản lý dự trữ ngoại hối nhà nước,169221,gemini,0.95,Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước
doituongapdung_thu_truong_cac_don_vi_thuoc_ngan_hang_nha_nuoc_viet_nam,DoiTuongApDung,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,169221,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
linhvuc_quan_ly_ngoai_hoi,LinhVuc,Quản lý ngoại hối,Quản lý ngoại hối,169221,gemini,0.9,hướng dẫn việc tổ chức thực hiện hoạt động quản lý dự trữ ngoại hối nhà nước
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,169221,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
nguoiky_pham_thanh_ha,NguoiKy,Phạm Thanh Hà,Phạm Thanh Hà,169221,gemini,1.0,Phạm Thanh Hà
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,173460,gemini,0.95,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173460,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_cac_to_chuc_ca_nhan_co_lien_quan_den_viec_cap_giay_phep_lan_dau_cua_to_chuc_tin_dung_phi_ngan_hang,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng","Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",173460,gemini,0.95,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
doituongapdung_cong_ty_tai_chinh_chuyen_nganh,DoiTuongApDung,Công ty tài chính chuyên ngành,Công ty tài chính chuyên ngành,173460,gemini,0.95,2. Công ty tài chính chuyên ngành.
doituongapdung_cong_ty_tai_chinh_tong_hop,DoiTuongApDung,Công ty tài chính tổng hợp,Công ty tài chính tổng hợp,173460,gemini,0.95,1. Công ty tài chính tổng hợp.
linhvuc_thanh_tra_giam_sat_ngan_hang,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173460,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,173460,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173460,gemini,0.95,Đoàn Thái Sơn
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,173695,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173695,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,173695,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài.
doituongapdung_cac_to_chuc_ca_nhan_co_lien_quan_den_ho_so_thu_tuc_cap_giay_phep_lan_dau_cua_ngan_hang_thuong_mai_chi_nhanh_ngan_hang_nuoc_ngoai_va_van_phong_dai_dien_nuoc_ngoai,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài","Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",173695,gemini,1.0,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
doituongapdung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,173695,gemini,1.0,1. Ngân hàng thương mại.
doituongapdung_van_phong_dai_dien_tai_viet_nam_cua_to_chuc_tin_dung_nuoc_ngoai_to_chuc_nuoc_ngoai_khac_co_hoat_dong_ngan_hang,DoiTuongApDung,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng","Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",173695,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
linhvuc_thanh_tra_giam_sat_ngan_hang,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173695,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,173695,gemini,0.9,"ngân hàng thương mại, chi nhánh ngân hàng nước ngoài , văn phòng đại diện nước ngoài"
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173695,gemini,1.0,Đoàn Thái Sơn
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,174218,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,174218,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,174218,gemini,1.0,a) Ngân hàng thương mại;
doituongapdung_to_chuc_tin_dung_phi_ngan_hang,DoiTuongApDung,Tổ chức tín dụng phi ngân hàng,Tổ chức tín dụng phi ngân hàng,174218,gemini,1.0,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_viec_to_chuc_lai_to_chuc_tin_dung,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",174218,gemini,1.0,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
linhvuc_thanh_tra_giam_sat_ngan_hang,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",174218,gemini,1.0,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,174218,gemini,1.0,"Quy định điều kiện, hồ sơ, thủ tục chấp thuận việc tổ chức lại ngân hàng thương mại, tổ chức tín dụng phi ngân hàng"
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,174218,gemini,1.0,Đoàn Thái Sơn
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,177271,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,177271,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,177271,gemini,1.0,1. Quỹ tín dụng nhân dân.
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_viec_cap_giay_phep_lan_dau_cap_doi_giay_phep_cua_quy_tin_dung_nhan_dan_cap_ban_sao_giay_phep_tu_so_goc,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc","Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",177271,gemini,1.0,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
linhvuc_cuc_an_toan_he_thong_cac_to_chuc_tin_dung,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,177271,gemini,1.0,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,177271,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân."
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,177271,gemini,1.0,Đoàn Thái Sơn
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,185630,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,185630,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_ngan_hang_hop_tac_xa,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,185630,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
doituongapdung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,185630,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
doituongapdung_thu_truong_cac_don_vi_thuoc_ngan_hang_nha_nuoc_viet_nam,DoiTuongApDung,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,185630,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
linhvuc_lao_dong_tien_luong_tien_cong,LinhVuc,"Lao động, tiền lương, tiền công","Lao động, tiền lương, tiền công",185630,gemini,0.8,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân."
nganh_lao_dong_thuong_binh_va_xa_hoi,Nganh,Lao động - Thương binh và Xã hội,Lao động - Thương binh và Xã hội,185630,gemini,0.8,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân."
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,185630,gemini,1.0,Đoàn Thái Sơn
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,186482,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186482,gemini,0.95,Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư
doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,186482,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
doituongapdung_cong_ty_quan_ly_tai_san_cua_cac_to_chuc_tin_dung_viet_nam,DoiTuongApDung,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,186482,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
doituongapdung_thu_truong_cac_don_vi_thuoc_ngan_hang_nha_nuoc_viet_nam,DoiTuongApDung,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,186482,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
doituongapdung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,186482,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
linhvuc_quan_ly_giam_sat_ngan_hang,LinhVuc,"Quản lý, giám sát ngân hàng","Quản lý, giám sát ngân hàng",186482,gemini,0.9,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,186482,gemini,0.9,Thống đốc Ngân hàng Nhà nước Việt Nam
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186482,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,186888,gemini,0.95,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186888,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_to_chuc_tai_chinh_vi_mo,DoiTuongApDung,Tổ chức tài chính vi mô,Tổ chức tài chính vi mô,186888,gemini,0.95,Tổ chức tài chính vi mô.
doituongapdung_to_chuc_tin_dung_la_hop_tac_xa,DoiTuongApDung,Tổ chức tín dụng là hợp tác xã,Tổ chức tín dụng là hợp tác xã,186888,gemini,0.95,"Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_he_thong_kiem_soat_noi_bo_cua_to_chuc_tin_dung,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",186888,gemini,0.95,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
linhvuc_cuc_an_toan_he_thong_cac_to_chuc_tin_dung,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,186888,gemini,0.9,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng;
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,186888,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186888,gemini,0.95,Đoàn Thái Sơn
chucdanh_chu_tich_quoc_hoi,ChucDanh,Chủ tịch Quốc hội,Chủ tịch Quốc hội,25692,gemini,1.0,Chủ tịch Quốc hội
coquan_quoc_hoi,CoQuan,Quốc hội,Quốc hội,25692,gemini,1.0,Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam.
doituongapdung_bo_co_quan_ngang_bo_uy_ban_nhan_dan_cac_cap,DoiTuongApDung,"Bộ, cơ quan ngang bộ, Uỷ ban nhân dân các cấp","Bộ, cơ quan ngang bộ, Uỷ ban nhân dân các cấp",25692,gemini,1.0,"Bộ, cơ quan ngang bộ, Uỷ ban nhân dân các cấp trong phạm vi nhiệm vụ, quyền hạn của mình phối hợp với Ngân hàng Nhà nước trong việc quản lý nhà nước về tiền tệ và ngân hàng."
doituongapdung_ngan_hang_nha_nuoc_viet_nam,DoiTuongApDung,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,25692,gemini,1.0,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
doituongapdung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,25692,gemini,0.9,bảo đảm an toàn hoạt động ngân hàng và hệ thống các tổ chức tín dụng
linhvuc_tien_te_va_ngan_hang,LinhVuc,Tiền tệ và ngân hàng,Tiền tệ và ngân hàng,25692,gemini,0.9,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,25692,gemini,0.9,Xây dựng chiến lược phát triển ngành ngân hàng trình cơ quan nhà nước có thẩm quyền phê duyệt và tổ chức thực hiện.
nguoiky_nguyen_phu_trong,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,25692,gemini,1.0,Nguyễn Phú Trọng
chucdanh_chu_tich_quoc_hoi,ChucDanh,Chủ tịch Quốc hội,Chủ tịch Quốc hội,26750,gemini,1.0,CHỦ TỊCH QUỐC HỘI
coquan_quoc_hoi,CoQuan,Quốc hội,Quốc hội,26750,gemini,1.0,QUỐC HỘI
doituongapdung_chi_nhanh_doanh_nghiep_kiem_toan_nuoc_ngoai_tai_viet_nam,DoiTuongApDung,chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
doituongapdung_doanh_nghiep_kiem_toan,DoiTuongApDung,doanh nghiệp kiểm toán,doanh nghiệp kiểm toán,26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
