source,target,relationship_type,method,confidence,evidence
166269,doituongapdung_co_quan_to_chuc_ca_nhan_co_lien_quan_den_thanh_lap_to_chuc_quan_ly_to_chuc_lai_giai_the_pha_san_va_hoat_dong_co_lien_quan_cua_to_hop_tac_hop_tac_xa_lien_hiep_hop_tac_xa,AP_DUNG_CHO,gemini,1.0,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,coquan_quoc_hoi,BAN_HANH_BOI,gemini,1.0,QUỐC HỘI
166170,nguoiky_vuong_dinh_hue,KY_BOI,gemini,1.0,Vương Đình Huệ
166170,doituongapdung_van_phong_dai_dien_tai_viet_nam_cua_to_chuc_tin_dung_nuoc_ngoai_to_chuc_nuoc_ngoai_khac_co_hoat_dong_ngan_hang,AP_DUNG_CHO,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
166170,doituongapdung_to_chuc_tin_dung,AP_DUNG_CHO,gemini,1.0,1. Tổ chức tín dụng.
166170,doituongapdung_to_chuc_ma_nha_nuoc_so_huu_100_von_dieu_le_co_chuc_nang_mua_ban_xu_ly_no,AP_DUNG_CHO,gemini,1.0,"4. Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ (sau đây gọi là tổ chức mua bán, xử lý nợ)."
166170,doituongapdung_co_quan_to_chuc_ca_nhan_co_lien_quan,AP_DUNG_CHO,gemini,1.0,"5. Cơ quan, tổ chức, cá nhân có liên quan đến việc thành lập, tổ chức, hoạt động, can thiệp sớm, kiểm soát đặc biệt, tổ chức lại, giải thể, phá sản tổ chức tín dụng..."
166170,doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài.
166170,coquan_quoc_hoi,BAN_HANH_BOI,gemini,1.0,QUỐC HỘI
164719,nguoiky_doan_thai_son,KY_BOI,gemini,1.0,Đoàn Thái Sơn
164719,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,1.0,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
164719,doituongapdung_ngan_hang_nha_nuoc_viet_nam,AP_DUNG_CHO,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước, ngân hàng, chi nhánh ngân hàng nước ngoài chịu trách nhiệm tổ chức thực hiện Thông tư này."
168859,nguoiky_dao_minh_tu,KY_BOI,gemini,1.0,Đào Minh Tú
168859,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_quan_tri_dieu_hanh_to_chuc_va_hoat_dong_cua_quy_tin_dung_nhan_dan,AP_DUNG_CHO,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
168859,doituongapdung_quy_tin_dung_nhan_dan,AP_DUNG_CHO,gemini,1.0,1. Quỹ tín dụng nhân dân.
168859,doituongapdung_ngan_hang_hop_tac_xa,AP_DUNG_CHO,gemini,1.0,2. Ngân hàng hợp tác xã.
168220,nguoiky_dao_minh_tu,KY_BOI,gemini,1.0,Đào Minh Tú
168220,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_pham_vi_dieu_chinh_quy_dinh_tai_dieu_1_thong_tu_nay,AP_DUNG_CHO,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
168220,doituongapdung_quy_tin_dung_nhan_dan,AP_DUNG_CHO,gemini,1.0,2. Quỹ tín dụng nhân dân.
168220,doituongapdung_ngan_hang_hop_tac_xa,AP_DUNG_CHO,gemini,1.0,1. Ngân hàng hợp tác xã.
174218,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
173695,nguoiky_doan_thai_son,KY_BOI,gemini,1.0,Đoàn Thái Sơn
173695,doituongapdung_van_phong_dai_dien_tai_viet_nam_cua_to_chuc_tin_dung_nuoc_ngoai_to_chuc_nuoc_ngoai_khac_co_hoat_dong_ngan_hang,AP_DUNG_CHO,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
173695,doituongapdung_ngan_hang_thuong_mai,AP_DUNG_CHO,gemini,1.0,1. Ngân hàng thương mại.
173695,doituongapdung_cac_to_chuc_ca_nhan_co_lien_quan_den_ho_so_thu_tuc_cap_giay_phep_lan_dau_cua_ngan_hang_thuong_mai_chi_nhanh_ngan_hang_nuoc_ngoai_va_van_phong_dai_dien_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
173695,doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài.
173695,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
169221,nguoiky_pham_thanh_ha,KY_BOI,gemini,1.0,Phạm Thanh Hà
38128,nguoiky_dao_minh_tu,KY_BOI,gemini,1.0,Đào Minh Tú
38128,doituongapdung_to_chuc_ca_nhan_khac_co_lien_quan_den_cong_viec_thiet_ke_mau_tien_che_tao_ban_in_khuon_duc_va_in_duc_tien,AP_DUNG_CHO,gemini,1.0,"3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
38128,doituongapdung_nha_may_in_tien_quoc_gia,AP_DUNG_CHO,gemini,1.0,2. Nhà máy in tiền Quốc gia.
38128,doituongapdung_cac_don_vi_co_lien_quan_thuoc_ngan_hang_nha_nuoc,AP_DUNG_CHO,gemini,1.0,1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước.
38128,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
30402,nguoiky_tran_xuan_ha,KY_BOI,gemini,1.0,Trần Xuân Hà
30402,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_viec_dang_ky_quan_ly_va_cong_khai_danh_sach_kiem_toan_vien_hanh_nghe_kiem_toan,AP_DUNG_CHO,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
30402,doituongapdung_kiem_toan_vien_dang_ky_hanh_nghe_tai_doanh_nghiep_kiem_toan_chi_nhanh_doanh_nghiep_kiem_toan_nuoc_ngoai_tai_viet_nam,AP_DUNG_CHO,gemini,1.0,"1. Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam."
30402,doituongapdung_doanh_nghiep_kiem_toan_chi_nhanh_doanh_nghiep_kiem_toan_nuoc_ngoai_tai_viet_nam,AP_DUNG_CHO,gemini,1.0,"2. Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán)."
30402,coquan_bo_tai_chinh,BAN_HANH_BOI,gemini,1.0,BỘ TÀI CHÍNH
27257,nguoiky_tran_minh_tuan,KY_BOI,gemini,1.0,Trần Minh Tuấn
27257,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_he_thong_kiem_soat_noi_bo_va_kiem_toan_noi_bo_cua_to_chuc_tin_dung_chi_nhanh_ngan_hang_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
185630,nguoiky_doan_thai_son,KY_BOI,gemini,1.0,Đoàn Thái Sơn
185630,doituongapdung_thu_truong_cac_don_vi_thuoc_ngan_hang_nha_nuoc_viet_nam,AP_DUNG_CHO,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
185630,doituongapdung_quy_tin_dung_nhan_dan,AP_DUNG_CHO,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
185630,doituongapdung_ngan_hang_hop_tac_xa,AP_DUNG_CHO,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
177271,nguoiky_doan_thai_son,KY_BOI,gemini,1.0,Đoàn Thái Sơn
177271,linhvuc_cuc_an_toan_he_thong_cac_to_chuc_tin_dung,THUOC_LINH_VUC,gemini,1.0,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng
177271,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_viec_cap_giay_phep_lan_dau_cap_doi_giay_phep_cua_quy_tin_dung_nhan_dan_cap_ban_sao_giay_phep_tu_so_goc,AP_DUNG_CHO,gemini,1.0,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
177271,doituongapdung_quy_tin_dung_nhan_dan,AP_DUNG_CHO,gemini,1.0,1. Quỹ tín dụng nhân dân.
177271,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
174218,nguoiky_doan_thai_son,KY_BOI,gemini,1.0,Đoàn Thái Sơn
174218,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,1.0,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
174218,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_viec_to_chuc_lai_to_chuc_tin_dung,AP_DUNG_CHO,gemini,1.0,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
174218,doituongapdung_to_chuc_tin_dung_phi_ngan_hang,AP_DUNG_CHO,gemini,1.0,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
174218,doituongapdung_ngan_hang_thuong_mai,AP_DUNG_CHO,gemini,1.0,a) Ngân hàng thương mại;
25692,doituongapdung_ngan_hang_nha_nuoc_viet_nam,AP_DUNG_CHO,gemini,1.0,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
25692,doituongapdung_bo_co_quan_ngang_bo_uy_ban_nhan_dan_cac_cap,AP_DUNG_CHO,gemini,1.0,"Bộ, cơ quan ngang bộ, Uỷ ban nhân dân các cấp trong phạm vi nhiệm vụ, quyền hạn của mình phối hợp với Ngân hàng Nhà nước trong việc quản lý nhà nước về tiền tệ và ngân hàng."
25692,coquan_quoc_hoi,BAN_HANH_BOI,gemini,1.0,Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam.
186482,nguoiky_doan_thai_son,KY_BOI,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
27257,doituongapdung_to_chuc_tin_dung,AP_DUNG_CHO,gemini,1.0,1. Tổ chức tín dụng;
27257,doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài;
26750,nguoiky_nguyen_phu_trong,KY_BOI,gemini,1.0,Nguyễn Phú Trọng
26750,doituongapdung_don_vi_duoc_kiem_toan,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,doituongapdung_to_chuc_ca_nhan_khac_co_lien_quan_den_hoat_dong_kiem_toan_doc_lap,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,doituongapdung_to_chuc_nghe_nghiep_ve_kiem_toan,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,doituongapdung_kiem_toan_vien_hanh_nghe,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,doituongapdung_kiem_toan_vien,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,doituongapdung_doanh_nghiep_kiem_toan,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,doituongapdung_chi_nhanh_doanh_nghiep_kiem_toan_nuoc_ngoai_tai_viet_nam,AP_DUNG_CHO,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,coquan_quoc_hoi,BAN_HANH_BOI,gemini,1.0,QUỐC HỘI
25692,nguoiky_nguyen_phu_trong,KY_BOI,gemini,1.0,Nguyễn Phú Trọng
f69936f0-6937-11f1-a48d-29bc6b0fd706,nguoiky_nguyen_duc_chi,KY_BOI,gemini,1.0,Nguyễn Đức Chi
f69936f0-6937-11f1-a48d-29bc6b0fd706,linhvuc_chung_khoan_va_thi_truong_chung_khoan,THUOC_LINH_VUC,gemini,1.0,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_to_chuc_ca_nhan_nuoc_ngoai,AP_DUNG_CHO,gemini,1.0,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là Tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_to_chuc_ca_nhan_viet_nam,AP_DUNG_CHO,gemini,1.0,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là Tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_to_chuc_phat_hanh,AP_DUNG_CHO,gemini,1.0,c) Tổ chức phát hành;
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_to_chuc_niem_yet_to_chuc_dang_ky_giao_dich,AP_DUNG_CHO,gemini,1.0,"d) Tổ chức niêm yết, tổ chức đăng ký giao dịch; tổ chức tư vấn niêm yết, đăng ký giao dịch;"
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_to_chuc_kiem_toan_duoc_chap_thuan,AP_DUNG_CHO,gemini,1.0,đ) Tổ chức kiểm toán được chấp thuận;
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_so_giao_dich_chung_khoan_viet_nam_va_cong_ty_con,AP_DUNG_CHO,gemini,1.0,h) Sở giao dịch chứng khoán Việt Nam và công ty con; Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và công ty con;
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_ngan_hang_thuong_mai_chi_nhanh_ngan_hang_nuoc_ngoai_tai_viet_nam,AP_DUNG_CHO,gemini,1.0,"k) Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam thực hiện hoạt động lưu ký, bù trừ, thanh toán giao dịch chứng khoán, ngân hàng giám sát;"
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_doanh_nghiep_nha_nuoc,AP_DUNG_CHO,gemini,1.0,"b) Doanh nghiệp nhà nước, công ty trách nhiệm hữu hạn một thành viên do doanh nghiệp nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập cổ phần hóa dưới hình thức chào bán chứng khoán ra công chúng;"
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_cong_ty_dai_chung,AP_DUNG_CHO,gemini,1.0,a) Công ty đại chúng;
f69936f0-6937-11f1-a48d-29bc6b0fd706,doituongapdung_cong_ty_chung_khoan_cong_ty_quan_ly_quy_dau_tu_chung_khoan,AP_DUNG_CHO,gemini,1.0,"g) Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán;"
f69936f0-6937-11f1-a48d-29bc6b0fd706,coquan_bo_tai_chinh,BAN_HANH_BOI,gemini,1.0,BỘ TÀI CHÍNH
95652,nguoiky_nguyen_tan_dung,KY_BOI,gemini,1.0,Nguyễn Tấn Dũng
95652,doituongapdung_to_chuc_kinh_te,AP_DUNG_CHO,gemini,1.0,Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư
163441,112025,THAM_CHIEU,rule,1.0,"a) Đối với các doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm đã được cấp phép trước ngày 01 tháng 01 năm 2023: Trước ngày 01 tháng 01 năm 2028, vốn điều lệ, vốn chủ sở hữu không thấp hơn vốn pháp định quy định tại Điều 10 Nghị định số 73/2016/NĐ-CP; từ ngày 01 tháng 01 năm 2028, vốn điều lệ, vốn chủ sở hữu không thấp hơn vốn điều lệ tối thiểu theo quy định tại Điều 35 Nghị định này;"
38128,25692,THAM_CHIEU,rule,1.0,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ;
27257,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
186482,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư
186482,doituongapdung_to_chuc_tin_dung,AP_DUNG_CHO,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,doituongapdung_thu_truong_cac_don_vi_thuoc_ngan_hang_nha_nuoc_viet_nam,AP_DUNG_CHO,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,doituongapdung_cong_ty_quan_ly_tai_san_cua_cac_to_chuc_tin_dung_viet_nam,AP_DUNG_CHO,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,AP_DUNG_CHO,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186888,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
186888,doituongapdung_to_chuc_tai_chinh_vi_mo,AP_DUNG_CHO,gemini,0.95,Tổ chức tài chính vi mô.
186888,doituongapdung_to_chuc_tin_dung_la_hop_tac_xa,AP_DUNG_CHO,gemini,0.95,"Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
173460,doituongapdung_cong_ty_tai_chinh_chuyen_nganh,AP_DUNG_CHO,gemini,0.95,2. Công ty tài chính chuyên ngành.
173460,nguoiky_doan_thai_son,KY_BOI,gemini,0.95,Đoàn Thái Sơn
185630,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
186888,nguoiky_doan_thai_son,KY_BOI,gemini,0.95,Đoàn Thái Sơn
186888,doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_he_thong_kiem_soat_noi_bo_cua_to_chuc_tin_dung,AP_DUNG_CHO,gemini,0.95,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
173460,doituongapdung_cong_ty_tai_chinh_tong_hop,AP_DUNG_CHO,gemini,0.95,1. Công ty tài chính tổng hợp.
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
169221,doituongapdung_thu_truong_cac_don_vi_thuoc_ngan_hang_nha_nuoc_viet_nam,AP_DUNG_CHO,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
169221,doituongapdung_cuc_quan_ly_du_tru_ngoai_hoi_nha_nuoc,AP_DUNG_CHO,gemini,0.95,Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước
169221,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
173460,doituongapdung_cac_to_chuc_ca_nhan_co_lien_quan_den_viec_cap_giay_phep_lan_dau_cua_to_chuc_tin_dung_phi_ngan_hang,AP_DUNG_CHO,gemini,0.95,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
173460,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
44209,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
168859,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
169221,doituongapdung_chanh_van_phong,AP_DUNG_CHO,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
168220,coquan_ngan_hang_nha_nuoc_viet_nam,BAN_HANH_BOI,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
168859,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
26750,linhvuc_kiem_toan_doc_lap,THUOC_LINH_VUC,gemini,0.9,Luật Kiểm toán độc lập
186482,linhvuc_quan_ly_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
25692,linhvuc_tien_te_va_ngan_hang,THUOC_LINH_VUC,gemini,0.9,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
25692,doituongapdung_to_chuc_tin_dung,AP_DUNG_CHO,gemini,0.9,bảo đảm an toàn hoạt động ngân hàng và hệ thống các tổ chức tín dụng
44209,linhvuc_phat_hanh_va_kho_quy,THUOC_LINH_VUC,gemini,0.9,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
168220,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
173460,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
169221,linhvuc_quan_ly_ngoai_hoi,THUOC_LINH_VUC,gemini,0.9,hướng dẫn việc tổ chức thực hiện hoạt động quản lý dự trữ ngoại hối nhà nước
27257,linhvuc_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
38128,linhvuc_phat_hanh_va_kho_quy,THUOC_LINH_VUC,gemini,0.9,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
186888,linhvuc_cuc_an_toan_he_thong_cac_to_chuc_tin_dung,THUOC_LINH_VUC,gemini,0.9,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng;
173695,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
133858,linhvuc_kiem_toan_noi_bo,THUOC_LINH_VUC,gemini,0.9,"Nghị định này quy định về công tác kiểm toán nội bộ trong các cơ quan nhà nước, đơn vị sự nghiệp công lập và các doanh nghiệp."
117310,linhvuc_thanh_tra_giam_sat_ngan_hang,THUOC_LINH_VUC,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
